id,value
"CVD;Cardiovascular Infections;Tuberculosis, Cardiovascular",C14260750
"CVD;Cardiovascular Infections;Tuberculosis, Cardiovascular;Pericarditis, Tuberculous",C14260750595
CVD;Heart Diseases,C14280
"CVD;Heart Diseases;Arrhythmias, Cardiac",C14280067
"CVD;Heart Diseases;Arrhythmias, Cardiac;Arrhythmia, Sinus",C14280067093
"CVD;Heart Diseases;Arrhythmias, Cardiac;Arrhythmia, Sinus;Sick Sinus Syndrome",C14280067093249
"CVD;Heart Diseases;Arrhythmias, Cardiac;Arrhythmia, Sinus;Sinus Arrest, Cardiac",C14280067093500
"CVD;Heart Diseases;Arrhythmias, Cardiac;Atrial Fibrillation",C14280067198
"CVD;Heart Diseases;Arrhythmias, Cardiac;Atrial Flutter",C14280067248
"CVD;Heart Diseases;Arrhythmias, Cardiac;Bradycardia",C14280067319
"CVD;Heart Diseases;Arrhythmias, Cardiac;Brugada Syndrome",C14280067322
"CVD;Heart Diseases;Arrhythmias, Cardiac;Cardiac Complexes, Premature",C14280067325
"CVD;Heart Diseases;Arrhythmias, Cardiac;Cardiac Complexes, Premature;Atrial Premature Complexes",C14280067325250
"CVD;Heart Diseases;Arrhythmias, Cardiac;Cardiac Complexes, Premature;Ventricular Premature Complexes",C14280067325500
"CVD;Heart Diseases;Arrhythmias, Cardiac;Commotio Cordis",C14280067441
"CVD;Heart Diseases;Arrhythmias, Cardiac;Heart Block",C14280067558
"CVD;Heart Diseases;Arrhythmias, Cardiac;Heart Block;Adams-Stokes Syndrome",C14280067558137
"CVD;Heart Diseases;Arrhythmias, Cardiac;Heart Block;Atrioventricular Block",C14280067558230
"CVD;Heart Diseases;Arrhythmias, Cardiac;Heart Block;Bundle-Branch Block",C14280067558323
"CVD;Heart Diseases;Arrhythmias, Cardiac;Heart Block;Interatrial Block",C14280067558430
"CVD;Heart Diseases;Arrhythmias, Cardiac;Heart Block;Sick Sinus Syndrome",C14280067558536
"CVD;Heart Diseases;Arrhythmias, Cardiac;Heart Block;Sinoatrial Block",C14280067558750
"CVD;Heart Diseases;Arrhythmias, Cardiac;Long QT Syndrome",C14280067565
"CVD;Heart Diseases;Arrhythmias, Cardiac;Long QT Syndrome;Andersen Syndrome",C14280067565070
"CVD;Heart Diseases;Arrhythmias, Cardiac;Long QT Syndrome;Jervell-Lange Nielsen Syndrome",C14280067565440
"CVD;Heart Diseases;Arrhythmias, Cardiac;Long QT Syndrome;Romano-Ward Syndrome",C14280067565720
"CVD;Heart Diseases;Arrhythmias, Cardiac;Parasystole",C14280067672
"CVD;Heart Diseases;Arrhythmias, Cardiac;Pre-Excitation Syndromes",C14280067780
"CVD;Heart Diseases;Arrhythmias, Cardiac;Pre-Excitation Syndromes;Lown-Ganong-Levine Syndrome",C14280067780560
"CVD;Heart Diseases;Arrhythmias, Cardiac;Pre-Excitation Syndromes;Pre-Excitation, Mahaim-Type",C14280067780770
"CVD;Heart Diseases;Arrhythmias, Cardiac;Pre-Excitation Syndromes;Wolff-Parkinson-White Syndrome",C14280067780977
"CVD;Heart Diseases;Arrhythmias, Cardiac;Tachycardia",C14280067845
"CVD;Heart Diseases;Arrhythmias, Cardiac;Tachycardia;Tachycardia, Paroxysmal",C14280067845695
"CVD;Heart Diseases;Arrhythmias, Cardiac;Tachycardia;Tachycardia, Reciprocating",C14280067845787
"CVD;Heart Diseases;Arrhythmias, Cardiac;Tachycardia;Tachycardia, Reciprocating;Tachycardia, Atrioventricular Nodal Reentry",C14280067845787249
"CVD;Heart Diseases;Arrhythmias, Cardiac;Tachycardia;Tachycardia, Reciprocating;Tachycardia, Sinoatrial Nodal Reentry",C14280067845787500
"CVD;Heart Diseases;Arrhythmias, Cardiac;Tachycardia;Tachycardia, Supraventricular",C14280067845880
"CVD;Heart Diseases;Arrhythmias, Cardiac;Tachycardia;Tachycardia, Supraventricular;Tachycardia, Ectopic Atrial",C14280067845880315
"CVD;Heart Diseases;Arrhythmias, Cardiac;Tachycardia;Tachycardia, Supraventricular;Tachycardia, Ectopic Junctional",C14280067845880320
"CVD;Heart Diseases;Arrhythmias, Cardiac;Tachycardia;Tachycardia, Supraventricular;Tachycardia, Sinus",C14280067845880845
"CVD;Heart Diseases;Arrhythmias, Cardiac;Tachycardia;Tachycardia, Ventricular",C14280067845940
"CVD;Heart Diseases;Arrhythmias, Cardiac;Tachycardia;Tachycardia, Ventricular;Accelerated Idioventricular Rhythm",C14280067845940349
"CVD;Heart Diseases;Arrhythmias, Cardiac;Tachycardia;Tachycardia, Ventricular;Torsades de Pointes",C14280067845940700
"CVD;Heart Diseases;Arrhythmias, Cardiac;Ventricular Fibrillation",C14280067922
"CVD;Heart Diseases;Arrhythmias, Cardiac;Ventricular Flutter",C14280067961
CVD;Heart Diseases;Carcinoid Heart Disease,C14280104
CVD;Heart Diseases;Cardiac Conduction System Disease,C14280123
CVD;Heart Diseases;Cardiac Conduction System Disease;Brugada Syndrome,C14280123250
"CVD;Heart Diseases;Cardiac Conduction System Disease;Cardiac Complexes, Premature",C14280123375
"CVD;Heart Diseases;Cardiac Conduction System Disease;Cardiac Complexes, Premature;Atrial Premature Complexes",C14280123375250
"CVD;Heart Diseases;Cardiac Conduction System Disease;Cardiac Complexes, Premature;Ventricular Premature Complexes",C14280123375500
CVD;Heart Diseases;Cardiac Conduction System Disease;Heart Block,C14280123500
CVD;Heart Diseases;Cardiac Conduction System Disease;Heart Block;Adams-Stokes Syndrome,C14280123500137
CVD;Heart Diseases;Cardiac Conduction System Disease;Heart Block;Atrioventricular Block,C14280123500230
CVD;Heart Diseases;Cardiac Conduction System Disease;Heart Block;Bundle-Branch Block,C14280123500323
CVD;Heart Diseases;Cardiac Conduction System Disease;Heart Block;Interatrial Block,C14280123500430
CVD;Heart Diseases;Cardiac Conduction System Disease;Heart Block;Sick Sinus Syndrome,C14280123500536
CVD;Heart Diseases;Cardiac Conduction System Disease;Heart Block;Sinoatrial Block,C14280123500750
CVD;Heart Diseases;Cardiac Conduction System Disease;Long QT Syndrome,C14280123625
CVD;Heart Diseases;Cardiac Conduction System Disease;Long QT Syndrome;Andersen Syndrome,C14280123625070
CVD;Heart Diseases;Cardiac Conduction System Disease;Long QT Syndrome;Jervell-Lange Nielsen Syndrome,C14280123625440
CVD;Heart Diseases;Cardiac Conduction System Disease;Long QT Syndrome;Romano-Ward Syndrome,C14280123625720
CVD;Heart Diseases;Cardiac Conduction System Disease;Pre-Excitation Syndromes,C14280123750
CVD;Heart Diseases;Cardiac Conduction System Disease;Pre-Excitation Syndromes;Lown-Ganong-Levine Syndrome,C14280123750560
"CVD;Heart Diseases;Cardiac Conduction System Disease;Pre-Excitation Syndromes;Pre-Excitation, Mahaim-Type",C14280123750770
CVD;Heart Diseases;Cardiac Conduction System Disease;Pre-Excitation Syndromes;Wolff-Parkinson-White Syndrome,C14280123750977
CVD;Heart Diseases;Cardiac Conduction System Disease;Tachycardia,C14280123875
"CVD;Heart Diseases;Cardiac Conduction System Disease;Tachycardia;Tachycardia, Paroxysmal",C14280123875695
"CVD;Heart Diseases;Cardiac Conduction System Disease;Tachycardia;Tachycardia, Reciprocating",C14280123875787
"CVD;Heart Diseases;Cardiac Conduction System Disease;Tachycardia;Tachycardia, Reciprocating;Tachycardia, Atrioventricular Nodal Reentry",C14280123875787249
"CVD;Heart Diseases;Cardiac Conduction System Disease;Tachycardia;Tachycardia, Reciprocating;Tachycardia, Sinoatrial Nodal Reentry",C14280123875787500
"CVD;Heart Diseases;Cardiac Conduction System Disease;Tachycardia;Tachycardia, Supraventricular",C14280123875880
"CVD;Heart Diseases;Cardiac Conduction System Disease;Tachycardia;Tachycardia, Supraventricular;Tachycardia, Ectopic Atrial",C14280123875880315
"CVD;Heart Diseases;Cardiac Conduction System Disease;Tachycardia;Tachycardia, Supraventricular;Tachycardia, Ectopic Junctional",C14280123875880320
"CVD;Heart Diseases;Cardiac Conduction System Disease;Tachycardia;Tachycardia, Supraventricular;Tachycardia, Sinus",C14280123875880845
"CVD;Heart Diseases;Cardiac Conduction System Disease;Tachycardia;Tachycardia, Ventricular",C14280123875940
"CVD;Heart Diseases;Cardiac Conduction System Disease;Tachycardia;Tachycardia, Ventricular;Accelerated Idioventricular Rhythm",C14280123875940349
"CVD;Heart Diseases;Cardiac Conduction System Disease;Tachycardia;Tachycardia, Ventricular;Torsades de Pointes",C14280123875940700
"CVD;Heart Diseases;Cardiac Output, High",C14280142
"CVD;Heart Diseases;Cardiac Output, Low",C14280148
CVD;Heart Diseases;Cardiac Tamponade,C14280155
CVD;Heart Diseases;Cardiomegaly,C14280195
"CVD;Heart Diseases;Cardiomegaly;Cardiomyopathy, Dilated",C14280195160
"CVD;Heart Diseases;Cardiomegaly;Hypertrophy, Left Ventricular",C14280195400
"CVD;Heart Diseases;Cardiomegaly;Hypertrophy, Right Ventricular",C14280195410
CVD;Heart Diseases;Cardiomyopathies,C14280238
CVD;Heart Diseases;Cardiomyopathies;Arrhythmogenic Right Ventricular Dysplasia,C14280238028
"CVD;Heart Diseases;Cardiomyopathies;Cardiomyopathy, Alcoholic",C14280238057
"CVD;Heart Diseases;Cardiomyopathies;Cardiomyopathy, Dilated",C14280238070
"CVD;Heart Diseases;Cardiomyopathies;Cardiomyopathy, Hypertrophic",C14280238100
"CVD;Heart Diseases;Cardiomyopathies;Cardiomyopathy, Hypertrophic;Cardiomyopathy, Hypertrophic, Familial",C14280238100500
"CVD;Heart Diseases;Cardiomyopathies;Cardiomyopathy, Restrictive",C14280238160
CVD;Heart Diseases;Cardiomyopathies;Chagas Cardiomyopathy,C14280238190
CVD;Heart Diseases;Cardiomyopathies;Diabetic Cardiomyopathies,C14280238235
CVD;Heart Diseases;Cardiomyopathies;Endocardial Fibroelastosis,C14280238281
CVD;Heart Diseases;Cardiomyopathies;Endocardial Fibroelastosis;Isolated Noncompaction of the Ventricular Myocardium,C14280238281500
CVD;Heart Diseases;Cardiomyopathies;Endomyocardial Fibrosis,C14280238406
CVD;Heart Diseases;Cardiomyopathies;Glycogen Storage Disease Type IIb,C14280238458
CVD;Heart Diseases;Cardiomyopathies;Kearns-Sayre Syndrome,C14280238510
CVD;Heart Diseases;Cardiomyopathies;Myocardial Reperfusion Injury,C14280238615
CVD;Heart Diseases;Cardiomyopathies;Myocarditis,C14280238625
CVD;Heart Diseases;Cardiomyopathies;Sarcoglycanopathies,C14280238812
CVD;Heart Diseases;Endocarditis,C14280282
"CVD;Heart Diseases;Endocarditis;Endocarditis, Bacterial",C14280282407
"CVD;Heart Diseases;Endocarditis;Endocarditis, Bacterial;Endocarditis, Subacute Bacterial",C14280282407407
"CVD;Heart Diseases;Endocarditis;Endocarditis, Non-Infective",C14280282703
CVD;Heart Diseases;Heart Aneurysm,C14280358
CVD;Heart Diseases;Heart Arrest,C14280383
"CVD;Heart Diseases;Heart Arrest;Death, Sudden, Cardiac",C14280383220
"CVD;Heart Diseases;Heart Arrest;Death, Sudden, Cardiac;Karoshi Death",C14280383220500
CVD;Heart Diseases;Heart Arrest;Out-of-Hospital Cardiac Arrest,C14280383610
"CVD;Heart Diseases;Heart Defects, Congenital",C14280400
"CVD;Heart Diseases;Heart Defects, Congenital;22q11 Deletion Syndrome",C14280400044
"CVD;Heart Diseases;Heart Defects, Congenital;22q11 Deletion Syndrome;DiGeorge Syndrome",C14280400044500
"CVD;Heart Diseases;Heart Defects, Congenital;Aortic Coarctation",C14280400090
"CVD;Heart Diseases;Heart Defects, Congenital;Arrhythmogenic Right Ventricular Dysplasia",C14280400145
"CVD;Heart Diseases;Heart Defects, Congenital;Barth Syndrome",C14280400172
"CVD;Heart Diseases;Heart Defects, Congenital;Cor Triatriatum",C14280400200
"CVD;Heart Diseases;Heart Defects, Congenital;Coronary Vessel Anomalies",C14280400210
"CVD;Heart Diseases;Heart Defects, Congenital;Coronary Vessel Anomalies;Bland White Garland Syndrome",C14280400210249
"CVD;Heart Diseases;Heart Defects, Congenital;Coronary Vessel Anomalies;Myocardial Bridging",C14280400210500
"CVD;Heart Diseases;Heart Defects, Congenital;Crisscross Heart",C14280400220
"CVD;Heart Diseases;Heart Defects, Congenital;Dextrocardia",C14280400280
"CVD;Heart Diseases;Heart Defects, Congenital;Dextrocardia;Kartagener Syndrome",C14280400280500
"CVD;Heart Diseases;Heart Defects, Congenital;Ductus Arteriosus, Patent",C14280400340
"CVD;Heart Diseases;Heart Defects, Congenital;Ebstein Anomaly",C14280400395
"CVD;Heart Diseases;Heart Defects, Congenital;Eisenmenger Complex",C14280400450
"CVD;Heart Diseases;Heart Defects, Congenital;Heart Septal Defects",C14280400560
"CVD;Heart Diseases;Heart Defects, Congenital;Heart Septal Defects;Aortopulmonary Septal Defect",C14280400560098
"CVD;Heart Diseases;Heart Defects, Congenital;Heart Septal Defects;Aortopulmonary Septal Defect;Truncus Arteriosus, Persistent",C14280400560098500
"CVD;Heart Diseases;Heart Defects, Congenital;Heart Septal Defects;Endocardial Cushion Defects",C14280400560350
"CVD;Heart Diseases;Heart Defects, Congenital;Heart Septal Defects;Heart Septal Defects, Atrial",C14280400560375
"CVD;Heart Diseases;Heart Defects, Congenital;Heart Septal Defects;Heart Septal Defects, Atrial;Foramen Ovale, Patent",C14280400560375258
"CVD;Heart Diseases;Heart Defects, Congenital;Heart Septal Defects;Heart Septal Defects, Atrial;Lutembacher Syndrome",C14280400560375518
"CVD;Heart Diseases;Heart Defects, Congenital;Heart Septal Defects;Heart Septal Defects, Ventricular",C14280400560540
"CVD;Heart Diseases;Heart Defects, Congenital;Heterotaxy Syndrome",C14280400592
"CVD;Heart Diseases;Heart Defects, Congenital;Hypoplastic Left Heart Syndrome",C14280400625
"CVD;Heart Diseases;Heart Defects, Congenital;Isolated Noncompaction of the Ventricular Myocardium",C14280400660
"CVD;Heart Diseases;Heart Defects, Congenital;LEOPARD Syndrome",C14280400695
"CVD;Heart Diseases;Heart Defects, Congenital;Levocardia",C14280400701
"CVD;Heart Diseases;Heart Defects, Congenital;Marfan Syndrome",C14280400725
"CVD;Heart Diseases;Heart Defects, Congenital;Noonan Syndrome",C14280400787
"CVD;Heart Diseases;Heart Defects, Congenital;Tetralogy of Fallot",C14280400849
"CVD;Heart Diseases;Heart Defects, Congenital;Transposition of Great Vessels",C14280400915
"CVD;Heart Diseases;Heart Defects, Congenital;Transposition of Great Vessels;Double Outlet Right Ventricle",C14280400915300
"CVD;Heart Diseases;Heart Defects, Congenital;Tricuspid Atresia",C14280400920
"CVD;Heart Diseases;Heart Defects, Congenital;Trilogy of Fallot",C14280400960
"CVD;Heart Diseases;Heart Defects, Congenital;Trisomy 13 Syndrome",C14280400970
"CVD;Heart Diseases;Heart Defects, Congenital;Trisomy 18 Syndrome",C14280400975
"CVD;Heart Diseases;Heart Defects, Congenital;Turner Syndrome",C14280400980
CVD;Heart Diseases;Heart Failure,C14280434
CVD;Heart Diseases;Heart Failure;Cardio-Renal Syndrome,C14280434156
"CVD;Heart Diseases;Heart Failure;Dyspnea, Paroxysmal",C14280434313
"CVD;Heart Diseases;Heart Failure;Edema, Cardiac",C14280434482
"CVD;Heart Diseases;Heart Failure;Heart Failure, Diastolic",C14280434611
"CVD;Heart Diseases;Heart Failure;Heart Failure, Systolic",C14280434676
CVD;Heart Diseases;Heart Neoplasms,C14280459
CVD;Heart Diseases;Heart Neoplasms;Carney Complex,C14280459500
CVD;Heart Diseases;Heart Rupture,C14280470
"CVD;Heart Diseases;Heart Rupture;Heart Rupture, Post-Infarction",C14280470475
"CVD;Heart Diseases;Heart Rupture;Heart Rupture, Post-Infarction;Ventricular Septal Rupture",C14280470475900
CVD;Heart Diseases;Heart Valve Diseases,C14280484
CVD;Heart Diseases;Heart Valve Diseases;Aortic Valve Insufficiency,C14280484095
CVD;Heart Diseases;Heart Valve Diseases;Aortic Valve Stenosis,C14280484150
"CVD;Heart Diseases;Heart Valve Diseases;Aortic Valve Stenosis;Aortic Stenosis, Subvalvular",C14280484150070
"CVD;Heart Diseases;Heart Valve Diseases;Aortic Valve Stenosis;Aortic Stenosis, Subvalvular;Cardiomyopathy, Hypertrophic",C14280484150070160
"CVD;Heart Diseases;Heart Valve Diseases;Aortic Valve Stenosis;Aortic Stenosis, Subvalvular;Cardiomyopathy, Hypertrophic;Cardiomyopathy, Hypertrophic, Familial",C14280484150070160500
"CVD;Heart Diseases;Heart Valve Diseases;Aortic Valve Stenosis;Aortic Stenosis, Subvalvular;Discrete Subaortic Stenosis",C14280484150070210
"CVD;Heart Diseases;Heart Valve Diseases;Aortic Valve Stenosis;Aortic Stenosis, Supravalvular",C14280484150535
"CVD;Heart Diseases;Heart Valve Diseases;Aortic Valve Stenosis;Aortic Stenosis, Supravalvular;Williams Syndrome",C14280484150535960
CVD;Heart Diseases;Heart Valve Diseases;Heart Valve Prolapse,C14280484400
CVD;Heart Diseases;Heart Valve Diseases;Heart Valve Prolapse;Aortic Valve Prolapse,C14280484400100
CVD;Heart Diseases;Heart Valve Diseases;Heart Valve Prolapse;Mitral Valve Prolapse,C14280484400500
CVD;Heart Diseases;Heart Valve Diseases;Heart Valve Prolapse;Tricuspid Valve Prolapse,C14280484400875
CVD;Heart Diseases;Heart Valve Diseases;Mitral Valve Insufficiency,C14280484461
CVD;Heart Diseases;Heart Valve Diseases;Mitral Valve Stenosis,C14280484517
CVD;Heart Diseases;Heart Valve Diseases;Pulmonary Atresia,C14280484640
CVD;Heart Diseases;Heart Valve Diseases;Pulmonary Valve Insufficiency,C14280484660
CVD;Heart Diseases;Heart Valve Diseases;Pulmonary Valve Stenosis,C14280484716
CVD;Heart Diseases;Heart Valve Diseases;Pulmonary Valve Stenosis;LEOPARD Syndrome,C14280484716525
CVD;Heart Diseases;Heart Valve Diseases;Pulmonary Valve Stenosis;Pulmonary Subvalvular Stenosis,C14280484716762
CVD;Heart Diseases;Heart Valve Diseases;Tricuspid Atresia,C14280484845
CVD;Heart Diseases;Heart Valve Diseases;Tricuspid Valve Insufficiency,C14280484856
CVD;Heart Diseases;Heart Valve Diseases;Tricuspid Valve Stenosis,C14280484911
CVD;Heart Diseases;Myocardial Ischemia,C14280647
CVD;Heart Diseases;Myocardial Ischemia;Acute Coronary Syndrome,C14280647124
CVD;Heart Diseases;Myocardial Ischemia;Angina Pectoris,C14280647187
"CVD;Heart Diseases;Myocardial Ischemia;Angina Pectoris;Angina, Unstable",C14280647187150
"CVD;Heart Diseases;Myocardial Ischemia;Angina Pectoris;Angina, Unstable;Angina Pectoris, Variant",C14280647187150150
"CVD;Heart Diseases;Myocardial Ischemia;Angina Pectoris;Angina, Stable",C14280647187362
CVD;Heart Diseases;Myocardial Ischemia;Angina Pectoris;Microvascular Angina,C14280647187575
CVD;Heart Diseases;Myocardial Ischemia;Coronary Disease,C14280647250
CVD;Heart Diseases;Myocardial Ischemia;Coronary Disease;Coronary Aneurysm,C14280647250250
CVD;Heart Diseases;Myocardial Ischemia;Coronary Disease;Coronary Artery Disease,C14280647250260
CVD;Heart Diseases;Myocardial Ischemia;Coronary Disease;Coronary Occlusion,C14280647250272
CVD;Heart Diseases;Myocardial Ischemia;Coronary Disease;Coronary Stenosis,C14280647250285
CVD;Heart Diseases;Myocardial Ischemia;Coronary Disease;Coronary Stenosis;Coronary Restenosis,C14280647250285200
CVD;Heart Diseases;Myocardial Ischemia;Coronary Disease;Coronary Thrombosis,C14280647250290
CVD;Heart Diseases;Myocardial Ischemia;Coronary Disease;Coronary Vasospasm,C14280647250295
CVD;Heart Diseases;Myocardial Ischemia;Coronary Disease;Coronary-Subclavian Steal Syndrome,C14280647250647
CVD;Heart Diseases;Myocardial Ischemia;Kounis Syndrome,C14280647375
CVD;Heart Diseases;Myocardial Ischemia;Myocardial Infarction,C14280647500
CVD;Heart Diseases;Myocardial Ischemia;Myocardial Infarction;Anterior Wall Myocardial Infarction,C14280647500093
CVD;Heart Diseases;Myocardial Ischemia;Myocardial Infarction;Inferior Wall Myocardial Infarction,C14280647500187
CVD;Heart Diseases;Myocardial Ischemia;Myocardial Infarction;Non-ST Elevated Myocardial Infarction,C14280647500469
"CVD;Heart Diseases;Myocardial Ischemia;Myocardial Infarction;Shock, Cardiogenic",C14280647500750
CVD;Heart Diseases;Myocardial Ischemia;Myocardial Infarction;ST Elevation Myocardial Infarction,C14280647500875
CVD;Heart Diseases;Myocardial Ischemia;Myocardial Reperfusion Injury,C14280647625
CVD;Heart Diseases;Myocardial Stunning,C14280671
